"","County","Decade","Num","Name","Genus","Species","Subspecies","Regions","Location","GPS","Habitat","ColMethod","Date","Year","Decade30","Invasion","Museum","Source","Notes","Population","Area","Urban_pop","Density","Prop_urban","COUNTY_CD","OBJECTID","COUNTY_SEA","ODOT_DISTR","FIPS_COUNT","POP_2010","POP_2000","POP_1990","STATE_PLAN","ELEVATION_","ELEVATION1","LAT_NORTH_","LAT_SOUTH_","LONG_EAST_","LONG_WEST_","AREA_SQMI","AREA_ID","created_us","created_da","last_edite","last_edi_1","SHAPE_STAr","SHAPE_STLe","geometry"
"12","Adams",1930,3083,"Coccinella novemnotata","Coccinella","novemnotata","","AP","Adams Co., OH","","","","30-Sep-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762148",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"13","Adams",1930,1785,"Psyllobora vigintimaculata","Psyllobora","vigintimaculata","","AP","Blue Creek","","","","26-Aug-37",1937,"1920-1940","1Pre-invasion","Michigan State University, A.J. Cook Arthropod Research Collection","Museum","",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"14","Adams",1930,1379,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Serpent Mound Historical Site, Peebles, Meigs Twnp.","","","","20-Jul-35",1935,"1920-1940","1Pre-invasion","Michigan State University, A.J. Cook Arthropod Research Collection","Museum","",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"15","Adams",1930,3125,"Coccinella novemnotata","Coccinella","novemnotata","","AP","Adams Co., OH","","","","14-Jul-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762204",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"16","Adams",1930,3840,"Hippodamia convergens","Hippodamia","convergens","","AP","Adams Co., OH","","","","14-Jul-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550467",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"17","Adams",1930,4105,"Myzia pullata","Myzia","pullata","","AP","Adams Co., OH","","","","30-Sep-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762009",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"18","Adams",1930,4104,"Myzia pullata","Myzia","pullata","","AP","Adams Co., OH","","","","30-Sep-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762008",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"19","Adams",1930,1787,"Psyllobora vigintimaculata","Psyllobora","vigintimaculata","","AP","Meigs Twnp.","","","","12-Aug-39",1939,"1920-1940","1Pre-invasion","Michigan State University, A.J. Cook Arthropod Research Collection","Museum","",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"20","Adams",1930,3119,"Coccinella novemnotata","Coccinella","novemnotata","","AP","Adams Co., OH","","","","30-Sep-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762140",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"21","Adams",1930,3122,"Coccinella novemnotata","Coccinella","novemnotata","","AP","Adams Co., OH","","","","30-Sep-34",1934,"1920-1940","1Pre-invasion","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762144",20381,585.7856879,0,34.7925878371396,0,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"22","Adams",1960,862,"Hippodamia tredecimpunctata","Hippodamia","tredecimpunctata","","AP","West Union","","","","19-Jul-68",1968,"1950-1970","1Pre-invasion","Boonshoft Musuem of Discovery","Museum","",19982,585.7857056,NA,34.1114503289785,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"23","Adams",1960,863,"Hippodamia tredecimpunctata","Hippodamia","tredecimpunctata","","AP","West Union","","","","19-Jul-68",1968,"1950-1970","1Pre-invasion","Boonshoft Musuem of Discovery","Museum","",19982,585.7857056,NA,34.1114503289785,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"24","Adams",1970,505,"Coleomegilla maculata","Coleomegilla","maculata","","AP","10 mi E Aberdeen","","","","1-Aug-70",1970,"1950-1970","1Pre-invasion","Illinois Natural History Survey","Museum","",18957,585.7855376,NA,32.361672972788,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"25","Adams",1980,3453,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Adams Co., OH","","","","12-Aug-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 765268",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"26","Adams",1980,3195,"Coccinella septempunctata","Coccinella","septempunctata","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 762300",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"27","Adams",1980,3913,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550564",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"28","Adams",1980,3922,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550573",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"29","Adams",1980,3912,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550563",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"30","Adams",1980,3830,"Hippodamia convergens","Hippodamia","convergens","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550430",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"31","Adams",1980,3450,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Adams Co., OH","","","","16-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 765265",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"32","Adams",1980,3919,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550570",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"33","Adams",1980,3920,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550571",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"34","Adams",1980,3451,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Adams Co., OH","","","","16-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 765266",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"35","Adams",1980,3918,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550569",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"36","Adams",1980,3921,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550572",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"37","Adams",1980,3400,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 548831",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"38","Adams",1980,3659,"Cycloneda munda","Cycloneda","munda","","AP","Adams Co., OH","","","","16-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 763992",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"39","Adams",1980,3443,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Adams Co., OH","","","","16-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 548875",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"40","Adams",1980,3917,"Hippodamia parenthesis","Hippodamia","parenthesis","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550568",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"41","Adams",1980,3660,"Cycloneda munda","Cycloneda","munda","","AP","2mi S Youngsville, Adams Co., OH","","","","15-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 763993",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"42","Adams",1980,3829,"Hippodamia convergens","Hippodamia","convergens","","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 550429",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"43","Adams",1980,3442,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Adams Co., OH","","","","12-Aug-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 548874",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"44","Adams",1980,3454,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","1mi S Beasley Fork, Adams Co., OH","","","","29-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 765269",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"45","Adams",1980,3452,"Coleomegilla maculata","Coleomegilla","maculata","lengi ","AP","Adams Co., OH","","","","16-Jul-85",1985,"1980-2000","2Csept","Ohio State University, C.A. Triplehorn Insect Collection","Museum","OSUC 765267",24328,585.785687,NA,41.5305469899608,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"46","Adams",2010,721,"Harmonia axyridis","Harmonia","axyridis","","AP","Winchester","","","","1-Sep-18",2018,"2010-2018","4Pquat","OSU ATI","Museum","",28550,586.2478,NA,48.6995430942342,NA,"ADA",20,"WEST UNION",9,"39001",28550,27330,25371,"S",1280,480,39.056,38.599,-83.267,-83.706,586.28,2,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2506897300.74,223713.018752,c(515603.135033448, 94292.2277194001)
"47","Allen",1950,1470,"Hippodamia convergens","Hippodamia","convergens","","WLEB","Delphos","","","","10-Jun-54",1954,"1950-1970","1Pre-invasion","Michigan State University, A.J. Cook Arthropod Research Collection","Museum","",88183,406.8799744,NA,216.729761964908,NA,"ALL",22,"LIMA",1,"39003",106331,108473,109755,"N",1070,750,40.921,40.642,-83.879,-84.398,406.65,4,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,1839106784.46,196432.683379,c(464401.654727666, 308920.340996773)
"48","Allen",2010,2281,"Coccinella septempunctata","Coccinella","septempunctata","","WLEB","Bluffton","","","","15-Jun-10",2010,"2010-2018","4Pquat","LLP","Museum","",106331,406.849,NA,261.352491956475,NA,"ALL",22,"LIMA",1,"39003",106331,108473,109755,"N",1070,750,40.921,40.642,-83.879,-84.398,406.65,4,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,1839106784.46,196432.683379,c(464401.654727666, 308920.340996773)
"49","Allen",2010,2385,"Harmonia axyridis","Harmonia","axyridis","","WLEB","Lima","","","","23-Jun-10",2010,"2010-2018","4Pquat","LLP","Museum","",106331,406.849,NA,261.352491956475,NA,"ALL",22,"LIMA",1,"39003",106331,108473,109755,"N",1070,750,40.921,40.642,-83.879,-84.398,406.65,4,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,1839106784.46,196432.683379,c(464401.654727666, 308920.340996773)
"50","Allen",2010,2382,"Harmonia axyridis","Harmonia","axyridis","","WLEB","Lima","","","","23-Jun-10",2010,"2010-2018","4Pquat","LLP","Museum","",106331,406.849,NA,261.352491956475,NA,"ALL",22,"LIMA",1,"39003",106331,108473,109755,"N",1070,750,40.921,40.642,-83.879,-84.398,406.65,4,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,1839106784.46,196432.683379,c(464401.654727666, 308920.340996773)
